id,type,info_in_id,info_out_id,node_id,network_id,creation_time,failed,time_of_death,property1,property2,property3,property4,property5
179,mutation,955,3526,95,1,2016-02-22 22:00:50.089408,f,,,,,,
180,mutation,956,3527,95,1,2016-02-22 22:00:50.103907,f,,,,,,
181,mutation,828,3540,96,1,2016-02-22 22:01:10.584868,f,,,,,,
182,mutation,829,3541,96,1,2016-02-22 22:01:10.605606,f,,,,,,
183,mutation,226,3634,97,1,2016-02-22 22:03:47.604847,f,,,,,,
184,mutation,227,3635,97,1,2016-02-22 22:03:47.625324,f,,,,,,
185,mutation,636,3678,98,1,2016-02-22 22:12:01.117688,f,,,,,,
186,mutation,635,3679,98,1,2016-02-22 22:12:01.138773,f,,,,,,
187,mutation,3679,3724,99,1,2016-02-22 22:21:16.04768,f,,,,,,
188,mutation,3678,3725,99,1,2016-02-22 22:21:16.065375,f,,,,,,
189,mutation,1870,3728,100,1,2016-02-22 22:21:26.902329,f,,,,,,
190,mutation,1871,3729,100,1,2016-02-22 22:21:26.922872,f,,,,,,
191,mutation,2042,3860,101,1,2016-02-22 22:24:04.772575,t,2016-02-22 22:28:00.820153,,,,,
192,mutation,2043,3861,101,1,2016-02-22 22:24:04.790233,t,2016-02-22 22:28:00.820131,,,,,
205,mutation,2269,4104,108,1,2016-02-22 22:29:08.341025,f,,,,,,
206,mutation,2270,4105,108,1,2016-02-22 22:29:08.357051,f,,,,,,
193,mutation,2276,3876,102,1,2016-02-22 22:24:48.852771,f,,,,,,
194,mutation,2277,3877,102,1,2016-02-22 22:24:48.867314,f,,,,,,
195,mutation,2337,3890,103,1,2016-02-22 22:25:20.176788,f,,,,,,
196,mutation,2338,3891,103,1,2016-02-22 22:25:20.193181,f,,,,,,
213,mutation,3678,4244,112,1,2016-02-22 22:31:28.875183,f,,,,,,
214,mutation,3679,4245,112,1,2016-02-22 22:31:28.889435,f,,,,,,
199,mutation,2042,3941,105,1,2016-02-22 22:26:18.665791,f,,,,,,
200,mutation,2043,3942,105,1,2016-02-22 22:26:18.686052,f,,,,,,
201,mutation,2245,4037,106,1,2016-02-22 22:27:28.947191,f,,,,,,
202,mutation,2246,4038,106,1,2016-02-22 22:27:28.963918,f,,,,,,
203,mutation,3455,4101,107,1,2016-02-22 22:29:05.661202,f,,,,,,
204,mutation,3454,4102,107,1,2016-02-22 22:29:05.676174,f,,,,,,
209,mutation,1940,4211,110,1,2016-02-22 22:30:56.013015,f,,,,,,
210,mutation,1941,4212,110,1,2016-02-22 22:30:56.031972,f,,,,,,
197,mutation,1871,3894,104,1,2016-02-22 22:25:27.790702,t,2016-02-22 22:31:44.358049,,,,,
198,mutation,1870,3895,104,1,2016-02-22 22:25:27.811545,t,2016-02-22 22:31:44.358026,,,,,
217,mutation,2772,4285,114,1,2016-02-22 22:32:07.358456,f,,,,,,
218,mutation,2773,4286,114,1,2016-02-22 22:32:07.374609,f,,,,,,
219,mutation,1870,4299,115,1,2016-02-22 22:32:15.342381,f,,,,,,
220,mutation,1871,4300,115,1,2016-02-22 22:32:15.356973,f,,,,,,
207,mutation,2958,4201,109,1,2016-02-22 22:30:41.154748,t,2016-02-22 22:34:28.483507,,,,,
208,mutation,2957,4202,109,1,2016-02-22 22:30:41.169068,t,2016-02-22 22:34:28.483484,,,,,
211,mutation,3164,4226,111,1,2016-02-22 22:31:11.907811,f,,,,,,
212,mutation,3165,4227,111,1,2016-02-22 22:31:11.922581,f,,,,,,
215,mutation,3541,4248,113,1,2016-02-22 22:31:34.471077,f,,,,,,
216,mutation,3540,4249,113,1,2016-02-22 22:31:34.485755,f,,,,,,
221,mutation,2042,4458,116,1,2016-02-22 22:33:52.127115,f,,,,,,
222,mutation,2043,4459,116,1,2016-02-22 22:33:52.142816,f,,,,,,
223,mutation,2042,4536,117,1,2016-02-22 22:34:45.446126,f,,,,,,
224,mutation,2043,4537,117,1,2016-02-22 22:34:45.46506,f,,,,,,
225,mutation,3164,4588,118,1,2016-02-22 22:35:15.995099,f,,,,,,
226,mutation,3165,4589,118,1,2016-02-22 22:35:16.014861,f,,,,,,
227,mutation,2042,4671,119,1,2016-02-22 22:36:20.96767,f,,,,,,
228,mutation,2043,4672,119,1,2016-02-22 22:36:20.988161,f,,,,,,
229,mutation,2773,4678,120,1,2016-02-22 22:36:24.494031,f,,,,,,
230,mutation,2772,4679,120,1,2016-02-22 22:36:24.509008,f,,,,,,
233,mutation,2276,4732,122,1,2016-02-22 22:36:53.981352,f,,,,,,
234,mutation,2277,4733,122,1,2016-02-22 22:36:53.997758,f,,,,,,
235,mutation,1940,4750,123,1,2016-02-22 22:37:05.297254,f,,,,,,
236,mutation,1941,4751,123,1,2016-02-22 22:37:05.316242,f,,,,,,
239,mutation,2266,4924,125,1,2016-02-22 22:40:05.789855,f,,,,,,
240,mutation,2267,4925,125,1,2016-02-22 22:40:05.804065,f,,,,,,
241,mutation,3164,4944,126,1,2016-02-22 22:40:31.984461,f,,,,,,
242,mutation,3165,4945,126,1,2016-02-22 22:40:31.999515,f,,,,,,
243,mutation,1870,4949,127,1,2016-02-22 22:40:36.810367,f,,,,,,
244,mutation,1871,4950,127,1,2016-02-22 22:40:36.824627,f,,,,,,
237,mutation,3454,4916,124,1,2016-02-22 22:39:44.969833,t,2016-02-22 22:41:04.09308,,,,,
238,mutation,3455,4917,124,1,2016-02-22 22:39:44.98459,t,2016-02-22 22:41:04.093058,,,,,
245,mutation,2042,5036,128,1,2016-02-22 22:41:51.370814,f,,,,,,
246,mutation,2043,5037,128,1,2016-02-22 22:41:51.384994,f,,,,,,
247,mutation,2573,5086,129,1,2016-02-22 22:42:49.568694,f,,,,,,
248,mutation,2572,5087,129,1,2016-02-22 22:42:49.590042,f,,,,,,
231,mutation,2042,4701,121,1,2016-02-22 22:36:38.188416,t,2016-02-22 22:44:42.84323,,,,,
232,mutation,2043,4702,121,1,2016-02-22 22:36:38.208996,t,2016-02-22 22:44:42.843208,,,,,
251,mutation,2042,5184,131,1,2016-02-22 22:45:31.207701,f,,,,,,
252,mutation,2043,5185,131,1,2016-02-22 22:45:31.228396,f,,,,,,
253,mutation,3540,5190,132,1,2016-02-22 22:45:49.116713,f,,,,,,
254,mutation,3541,5191,132,1,2016-02-22 22:45:49.132216,f,,,,,,
255,mutation,2276,5193,133,1,2016-02-22 22:45:57.531369,f,,,,,,
256,mutation,2277,5194,133,1,2016-02-22 22:45:57.547908,f,,,,,,
257,mutation,2269,5209,134,1,2016-02-22 22:46:27.103146,f,,,,,,
258,mutation,2270,5210,134,1,2016-02-22 22:46:27.122826,f,,,,,,
259,mutation,3527,5213,135,1,2016-02-22 22:46:34.039384,f,,,,,,
260,mutation,3526,5214,135,1,2016-02-22 22:46:34.053754,f,,,,,,
261,mutation,2773,5254,136,1,2016-02-22 22:47:11.230402,f,,,,,,
262,mutation,2772,5255,136,1,2016-02-22 22:47:11.250967,f,,,,,,
263,mutation,2043,5272,137,1,2016-02-22 22:47:25.505236,f,,,,,,
264,mutation,2042,5273,137,1,2016-02-22 22:47:25.521431,f,,,,,,
265,mutation,2772,5294,138,1,2016-02-22 22:47:37.826332,f,,,,,,
266,mutation,2773,5295,138,1,2016-02-22 22:47:37.840517,f,,,,,,
267,mutation,2277,5359,139,1,2016-02-22 22:48:14.867549,f,,,,,,
268,mutation,2276,5360,139,1,2016-02-22 22:48:14.8912,f,,,,,,
269,mutation,3164,5372,140,1,2016-02-22 22:48:22.923142,f,,,,,,
270,mutation,3165,5373,140,1,2016-02-22 22:48:22.939505,f,,,,,,
271,mutation,1870,5503,141,1,2016-02-22 22:49:22.102135,f,,,,,,
272,mutation,1871,5504,141,1,2016-02-22 22:49:22.120953,f,,,,,,
273,mutation,2191,5558,142,1,2016-02-22 22:49:40.496121,f,,,,,,
274,mutation,2192,5559,142,1,2016-02-22 22:49:40.511217,f,,,,,,
275,mutation,1870,5711,143,1,2016-02-22 22:51:05.73204,f,,,,,,
276,mutation,1871,5712,143,1,2016-02-22 22:51:05.751883,f,,,,,,
249,mutation,1870,5114,130,1,2016-02-22 22:43:12.527091,t,2016-02-22 22:55:18.499234,,,,,
250,mutation,1871,5115,130,1,2016-02-22 22:43:12.54258,t,2016-02-22 22:55:18.499211,,,,,
277,mutation,3164,5913,144,1,2016-02-22 22:57:00.513729,f,,,,,,
278,mutation,3165,5914,144,1,2016-02-22 22:57:00.529713,f,,,,,,
279,mutation,4733,5985,145,1,2016-02-22 22:59:43.21901,f,,,,,,
280,mutation,4732,5986,145,1,2016-02-22 22:59:43.234707,f,,,,,,
281,mutation,5372,6037,146,1,2016-02-22 23:01:23.321868,f,,,,,,
282,mutation,5373,6038,146,1,2016-02-22 23:01:23.336165,f,,,,,,
283,mutation,3724,6073,147,1,2016-02-22 23:02:28.63647,f,,,,,,
284,mutation,3725,6074,147,1,2016-02-22 23:02:28.651221,f,,,,,,
285,mutation,5190,6084,148,1,2016-02-22 23:02:40.214494,f,,,,,,
286,mutation,5191,6085,148,1,2016-02-22 23:02:40.235247,f,,,,,,
287,mutation,4037,6096,149,1,2016-02-22 23:02:54.82438,f,,,,,,
288,mutation,4038,6097,149,1,2016-02-22 23:02:54.842127,f,,,,,,
289,mutation,5359,6116,150,1,2016-02-22 23:03:16.592681,f,,,,,,
290,mutation,5360,6117,150,1,2016-02-22 23:03:16.6076,f,,,,,,
291,mutation,4924,6135,151,1,2016-02-22 23:03:34.681327,f,,,,,,
292,mutation,4925,6136,151,1,2016-02-22 23:03:34.697265,f,,,,,,
293,mutation,3724,6145,152,1,2016-02-22 23:03:42.021095,f,,,,,,
294,mutation,3725,6146,152,1,2016-02-22 23:03:42.03535,f,,,,,,
295,mutation,4299,6151,153,1,2016-02-22 23:03:45.000006,f,,,,,,
296,mutation,4300,6152,153,1,2016-02-22 23:03:45.019267,f,,,,,,
297,mutation,5190,6170,154,1,2016-02-22 23:03:54.231904,f,,,,,,
298,mutation,5191,6171,154,1,2016-02-22 23:03:54.248628,f,,,,,,
299,mutation,5272,6198,155,1,2016-02-22 23:04:06.393999,f,,,,,,
300,mutation,5273,6199,155,1,2016-02-22 23:04:06.417893,f,,,,,,
301,mutation,3724,6217,156,1,2016-02-22 23:04:14.053397,f,,,,,,
302,mutation,3725,6218,156,1,2016-02-22 23:04:14.067813,f,,,,,,
303,mutation,4678,6271,157,1,2016-02-22 23:04:34.585178,f,,,,,,
304,mutation,4679,6272,157,1,2016-02-22 23:04:34.601027,f,,,,,,
305,mutation,3728,6273,158,1,2016-02-22 23:04:35.402407,f,,,,,,
306,mutation,3729,6274,158,1,2016-02-22 23:04:35.418906,f,,,,,,
307,mutation,4678,6320,159,1,2016-02-22 23:04:48.637552,f,,,,,,
308,mutation,4679,6321,159,1,2016-02-22 23:04:48.651967,f,,,,,,
321,mutation,5360,6717,166,1,2016-02-22 23:06:36.698931,f,,,,,,
322,mutation,5359,6718,166,1,2016-02-22 23:06:36.713068,f,,,,,,
309,mutation,5190,6341,160,1,2016-02-22 23:04:54.464154,f,,,,,,
310,mutation,5191,6342,160,1,2016-02-22 23:04:54.48003,f,,,,,,
311,mutation,4679,6381,161,1,2016-02-22 23:05:05.453888,f,,,,,,
312,mutation,4678,6382,161,1,2016-02-22 23:05:05.468072,f,,,,,,
313,mutation,4678,6438,162,1,2016-02-22 23:05:23.394426,f,,,,,,
314,mutation,4679,6439,162,1,2016-02-22 23:05:23.411227,f,,,,,,
315,mutation,5373,6530,163,1,2016-02-22 23:05:48.654968,f,,,,,,
316,mutation,5372,6531,163,1,2016-02-22 23:05:48.671522,f,,,,,,
323,mutation,4101,6767,167,1,2016-02-22 23:06:51.872961,f,,,,,,
324,mutation,4102,6768,167,1,2016-02-22 23:06:51.887768,f,,,,,,
327,mutation,5254,6891,169,1,2016-02-22 23:07:26.649557,f,,,,,,
328,mutation,5255,6892,169,1,2016-02-22 23:07:26.663397,f,,,,,,
333,mutation,5359,6993,172,1,2016-02-22 23:07:48.814558,f,,,,,,
334,mutation,5360,6994,172,1,2016-02-22 23:07:48.830356,f,,,,,,
337,mutation,5273,7101,174,1,2016-02-22 23:08:13.487767,f,,,,,,
338,mutation,5272,7102,174,1,2016-02-22 23:08:13.503608,f,,,,,,
355,mutation,4101,7849,183,1,2016-02-22 23:11:19.340721,f,,,,,,
356,mutation,4102,7851,183,1,2016-02-22 23:11:19.359951,f,,,,,,
365,mutation,6891,8196,188,1,2016-02-22 23:19:39.829874,f,,,,,,
366,mutation,6892,8197,188,1,2016-02-22 23:19:39.844231,f,,,,,,
367,mutation,6136,8213,189,1,2016-02-22 23:19:52.574292,f,,,,,,
368,mutation,6135,8214,189,1,2016-02-22 23:19:52.588676,f,,,,,,
369,mutation,6145,8215,190,1,2016-02-22 23:19:52.954471,f,,,,,,
370,mutation,6146,8216,190,1,2016-02-22 23:19:52.969802,f,,,,,,
317,mutation,4679,6580,164,1,2016-02-22 23:06:03.490041,f,,,,,,
318,mutation,4678,6581,164,1,2016-02-22 23:06:03.503849,f,,,,,,
319,mutation,3724,6613,165,1,2016-02-22 23:06:10.922762,f,,,,,,
