id,assignment_id,creation_time,event_type
3227,3YDTZAI2WXGR0VWUQQ9TZPB6K9Y418,2016-02-24 00:35:45.576199,AssignmentReturned
3228,3ZAK8W07I4EQA45R9DWBYOQQEUG0UO,2016-02-24 00:37:34.343739,AssignmentSubmitted
3229,3BV8HQ2ZZW1196D85XV17OONKUA6AJ,2016-02-24 00:37:35.256469,AssignmentSubmitted
3230,378XPAWRUCDH2Q897Y4Q4RESTL4AIG,2016-02-24 00:38:32.810175,AssignmentAccepted
3231,36V4Q8R5ZK0VLP5HH9Z4MK0EECAQMJ,2016-02-24 00:38:36.198508,AssignmentAccepted
3232,3LRLIPTPEQ988LYX71P2H7T5LPTAKR,2016-02-24 00:38:56.910443,AssignmentAccepted
3233,3LWJHTCVCCMPFFD0VMVRRUG5HBYQFC,2016-02-24 00:39:16.862868,AssignmentSubmitted
3234,31Q0U3WYDPFOJIEDSO7021VGBBO17P,2016-02-24 00:39:21.307576,AssignmentAccepted
3235,3S96KQ6I9M459BRWLKUW8ZO7P5HTDI,2016-02-24 00:40:21.634026,AssignmentAccepted
3236,3RANCT1ZVFHRUR817TT0I5M95YDBUL,2016-02-24 00:40:52.850779,AssignmentSubmitted
3237,3K2755HG5S3VQ69VQ0P7RV96YW9DFU,2016-02-24 00:41:22.477039,AssignmentAccepted
3238,3R08VXYT7CVHKJUGPCWLVRLA7OWW7I,2016-02-24 00:45:07.374193,AssignmentAccepted
3239,3SEPORI8WNZ3XGXJ72SC4MHIPY6AZD,2016-02-24 00:45:07.768798,AssignmentAccepted
3240,3SEPORI8WNZ3XGXJ72SC4MHIPY6AZD,2016-02-24 00:45:08.191852,AssignmentReturned
3241,378XPAWRUCDH2Q897Y4Q4RESTL4AIG,2016-02-24 00:45:16.057055,AssignmentSubmitted
3242,3RXPCZQMQPB7CBPELRBU8E89AE6G16,2016-02-24 00:45:53.725006,AssignmentAccepted
3243,3LRLIPTPEQ988LYX71P2H7T5LPTAKR,2016-02-24 00:46:36.148469,AssignmentSubmitted
3244,31Q0U3WYDPFOJIEDSO7021VGBBO17P,2016-02-24 00:46:49.757333,AssignmentSubmitted
3245,3R08VXYT7CVHKJUGPCWLVRLA7OWW7I,2016-02-24 00:47:01.576659,AssignmentSubmitted
3246,36V4Q8R5ZK0VLP5HH9Z4MK0EECAQMJ,2016-02-24 00:47:26.099477,AssignmentReturned
3247,3S96KQ6I9M459BRWLKUW8ZO7P5HTDI,2016-02-24 00:48:19.907443,AssignmentSubmitted
3248,3P1L2B7AD1P8UVAG2K6LX2QPZ62LO4,2016-02-24 00:50:43.089886,AssignmentAccepted
3249,3B2X28YI3WF6SGI0BBVX2Z8T2CUB6I,2016-02-24 00:51:38.629428,AssignmentAccepted
3250,3A4TN5196KI5ZAUNLUIWAA31TBBCHS,2016-02-24 00:51:39.0205,AssignmentAccepted
3251,3FTF2T8WLRILY2I949U59NCG2EL9W8,2016-02-24 00:52:01.018659,AssignmentAccepted
3252,3J4Q2Z4UTY3RQ1ZVLB5RVI25CEOWQG,2016-02-24 00:52:42.418673,AssignmentAccepted
3253,3OJSZ2ATDSWN70FWTB9C5R8XNRT75D,2016-02-24 00:53:01.247755,AssignmentAccepted
3254,3RXPCZQMQPB7CBPELRBU8E89AE6G16,2016-02-24 00:53:06.477183,AssignmentSubmitted
3255,3K2755HG5S3VQ69VQ0P7RV96YW9DFU,2016-02-24 00:53:07.682404,AssignmentSubmitted
3256,3XUHV3NRVKYK0PL86KVOW4XR1UPH5P,2016-02-24 00:53:19.270031,AssignmentAccepted
3257,3A4TN5196KI5ZAUNLUIWAA31TBBCHS,2016-02-24 00:54:17.658268,AssignmentSubmitted
3258,3P1L2B7AD1P8UVAG2K6LX2QPZ62LO4,2016-02-24 00:57:08.281018,AssignmentSubmitted
3259,3IX2EGZR7BJ5WIEWRRBCBII264HRJH,2016-02-24 00:58:09.903765,AssignmentAccepted
3260,3G5W44VEU7I9ICB0T1HCDT48JK6GK9,2016-02-24 00:58:10.299152,AssignmentAccepted
3261,3Y5140Z9DXGOPUEBWHMNUM3NS75PIC,2016-02-24 00:58:10.693299,AssignmentAccepted
3262,3B2X28YI3WF6SGI0BBVX2Z8T2CUB6I,2016-02-24 00:58:21.758901,AssignmentSubmitted
3263,3J4Q2Z4UTY3RQ1ZVLB5RVI25CEOWQG,2016-02-24 00:58:22.504259,AssignmentSubmitted
3264,3FTF2T8WLRILY2I949U59NCG2EL9W8,2016-02-24 00:58:55.501876,AssignmentSubmitted
3265,3IX2EGZR7BJ5WIEWRRBCBII264HRJH,2016-02-24 00:59:00.108746,AssignmentSubmitted
3266,3OJSZ2ATDSWN70FWTB9C5R8XNRT75D,2016-02-24 00:59:19.207857,AssignmentReturned
3267,3XUHV3NRVKYK0PL86KVOW4XR1UPH5P,2016-02-24 00:59:36.803744,AssignmentSubmitted
3268,3Y5140Z9DXGOPUEBWHMNUM3NS75PIC,2016-02-24 01:00:29.150409,AssignmentSubmitted
3269,3QY7M81QH7MQPJ0Z0YDI7GRFKHOK7B,2016-02-24 01:01:14.394689,AssignmentAccepted
3270,3ZAK8W07I4EQA45R9DWBYOQQEUFU0H,2016-02-24 01:01:18.754762,AssignmentAccepted
3271,39JEC7537U1AHBP7QJZ0PBUA1QMCVI,2016-02-24 01:03:43.713196,AssignmentAccepted
3272,3PQ8K71NHXK2W8PBVACDNTQ9GD0AAD,2016-02-24 01:04:35.570246,AssignmentAccepted
3273,3G5W44VEU7I9ICB0T1HCDT48JK6GK9,2016-02-24 01:04:54.618824,AssignmentSubmitted
3274,3QY7M81QH7MQPJ0Z0YDI7GRFKHOK7B,2016-02-24 01:04:55.402969,AssignmentSubmitted
3275,3R6P78PK7KB8LV1NNAV4EKR42XXGTF,2016-02-24 01:05:02.687064,AssignmentAccepted
3276,3TOK3KHVJTI9FALEYQ5BEX8O4MY7OI,2016-02-24 01:05:44.133173,AssignmentAccepted
3277,3NGI5ARFTT5DPOIDOA1H2NM1B5TP1J,2016-02-24 01:05:45.818137,AssignmentAccepted
3278,3PQ8K71NHXK2W8PBVACDNTQ9GD0AAD,2016-02-24 01:05:49.354177,AssignmentReturned
3279,3ZAK8W07I4EQA45R9DWBYOQQEUFU0H,2016-02-24 01:06:07.115053,AssignmentSubmitted
3280,384PI804XS1AVRDNK81BJN82TXUS0Z,2016-02-24 01:06:34.722402,AssignmentAccepted
3281,304SM51WA34BFEGXIOY0344LK1SSBM,2016-02-24 01:09:05.584415,AssignmentAccepted
3282,354P56DE9K3OD2D757MKY2IP1B17SF,2016-02-24 01:10:14.074228,AssignmentAccepted
3283,39JEC7537U1AHBP7QJZ0PBUA1QMCVI,2016-02-24 01:11:27.573131,AssignmentSubmitted
3284,31QTRG6Q2TDAFUTG0Z8QGAXBIQ3PYI,2016-02-24 01:11:34.405474,AssignmentAccepted
3285,3R6P78PK7KB8LV1NNAV4EKR42XXGTF,2016-02-24 01:12:01.267119,AssignmentSubmitted
3286,3N1FSUEFL50LSQC66JTO0RCF961D47,2016-02-24 01:12:02.454214,AssignmentAccepted
3287,3BF51CHDTVAL5IZ79EPCF910KMF0HO,2016-02-24 01:12:28.346518,AssignmentAccepted
3288,3TOK3KHVJTI9FALEYQ5BEX8O4MY7OI,2016-02-24 01:12:37.439838,AssignmentSubmitted
3289,39DD6S19JPB6NTEVN7UY0579AD4ZEX,2016-02-24 01:13:15.471733,AssignmentAccepted
3290,33NF62TLXJ2J9E11172FA6WOBCNJKG,2016-02-24 01:13:33.123465,AssignmentAccepted
3291,3N1FSUEFL50LSQC66JTO0RCF961D47,2016-02-24 01:14:06.694163,AssignmentSubmitted
3292,354P56DE9K3OD2D757MKY2IP1B17SF,2016-02-24 01:16:42.202926,AssignmentSubmitted
3293,31QTRG6Q2TDAFUTG0Z8QGAXBIQ3PYI,2016-02-24 01:18:00.303904,AssignmentSubmitted
3294,304SM51WA34BFEGXIOY0344LK1SSBM,2016-02-24 01:18:04.418319,AssignmentReturned
3295,384PI804XS1AVRDNK81BJN82TXUS0Z,2016-02-24 01:18:43.442434,AssignmentSubmitted
3296,384PI804XS1AVRDNK81BJN82TXUS0Z,2016-02-24 01:19:08.944549,AssignmentSubmitted
3297,33NF62TLXJ2J9E11172FA6WOBCNJKG,2016-02-24 01:20:05.471753,AssignmentSubmitted
3298,3NGI5ARFTT5DPOIDOA1H2NM1B5TP1J,2016-02-24 01:20:56.952282,AssignmentAbandoned
