id,type,network_id,creation_time,failed,time_of_death,participant_id,property1,property2,property3,property4,property5
622,bandit_agent,1,2016-02-23 06:52:50.961594,f,,ANGB67ECCF73:3ZPPDN2SLVWRH2WIJ90ZNH5GV9P9EZ,0.2116,13,,,
512,bandit_agent,1,2016-02-23 03:44:51.966715,f,,A2G9IEVL1RA14V:3VE8AYVF8MXJ9BD49SER53V5N4FF8R,0.0729,10,,,
528,bandit_agent,1,2016-02-23 05:04:48.160639,f,,A3LT7W355XOAKF:3K5TEWLKGVB1UEB7ITVM0ES5EUAIVS,0.0036,11,,,
563,bandit_agent,1,2016-02-23 05:42:21.814675,f,,A196UAGIDJ2ODU:35K3O9HUABD0ICNVMV0RXDRRY7IEFU,0.0484,12,,,
752,bandit_agent,1,2016-02-23 10:29:41.743658,f,,A32ICMGDXWPTA3:3TPZPLC3M0C9ZRWSBEF0QG1Y9ON3P3,1.9044000000000003,15,,,
722,bandit_agent,1,2016-02-23 09:37:28.946206,f,,A2TWHR88LYM6X2:3AMW0RGHOD2G3VP2TXZFZUZ4E5CPN3,0.17639999999999997,15,,,
567,bandit_agent,1,2016-02-23 05:45:09.934757,f,,A603OEDVJBT2K:31T4R4OBOSG86LOB8LWKJXE7F7MC7V,1.1025,12,,,
571,bandit_agent,1,2016-02-23 05:49:11.605117,f,,A3HEFMJ50IMTY6:3M0BCWMB8VW4MVX62T810T76QDUWB9,1.0000000000000004e-12,12,,,
566,bandit_agent,1,2016-02-23 05:43:37.972054,t,2016-02-23 05:52:49.296438,A20SI2XSAHUXP4:3IRIK4HM3AKP2LA6PBRSDJEBKW26CQ,1.0000000000000004e-12,12,,,
572,bandit_agent,1,2016-02-23 05:49:15.345219,f,,A167SYXGXFU7C8:3N2BF7Y2VQUI8W6EYJCAD68DNOMMHP,0.4096,12,,,
585,bandit_agent,1,2016-02-23 05:55:16.742693,f,,A1TP2L2C08TNFO:3YOH7BII097S091VIWGYDU7I6Y2KV8,0.3844,12,,,
632,bandit_agent,1,2016-02-23 06:58:16.732597,f,,A3CENIDTHHT4R8:37Q970SNZE8A2GY5GR5BXSRCYOAS1A,0.019600000000000003,13,,,
597,bandit_agent,1,2016-02-23 05:57:14.114585,f,,A3E7H5BQM8CQRD:3FE2ERCCZX8YLGPEUCZSEJZ94FBPOC,0.9603999999999999,12,,,
