id,assignment_id,creation_time,event_type
2465,3M68NM076H7T8NZP78HN2EDXKCC6RX,2016-03-03 23:47:28.184963,AssignmentSubmitted
2466,33TIN5LC04APN7D9JACTUKXWD0Z9YD,2016-03-03 23:47:53.943132,AssignmentAccepted
2467,3IHR8NYAM71UHNFWBSKJ0LT4N3IP43,2016-03-03 23:48:01.677113,AssignmentAccepted
2468,3OB0CAO74HPI2DVSHM0L71VKWD7HYB,2016-03-03 23:49:23.756702,AssignmentAccepted
2469,37W3JXSD6680Z3QHCLML8457B1KWYQ,2016-03-03 23:50:45.025965,AssignmentSubmitted
2470,34PGFRQONOBA4EVIQLLIYHQJYXBJWJ,2016-03-03 23:50:46.101543,AssignmentSubmitted
2471,37Z929RLG98BB0AEIAPL3YA7QM5TSI,2016-03-03 23:50:51.623467,AssignmentSubmitted
2472,33TIN5LC04APN7D9JACTUKXWD0Z9YD,2016-03-03 23:51:47.917249,AssignmentSubmitted
2473,3TESA3PJ31A40A7PPGSN5BG94PSMMZ,2016-03-03 23:52:11.101905,AssignmentAccepted
2474,3IHR8NYAM71UHNFWBSKJ0LT4N3IP43,2016-03-03 23:52:44.694189,AssignmentSubmitted
2475,3OB0CAO74HPI2DVSHM0L71VKWD7HYB,2016-03-03 23:53:58.504941,AssignmentSubmitted
2476,3GU1KF0O4I1E2M05Q7U68ZZAXVZPB9,2016-03-03 23:56:25.715716,AssignmentAccepted
2477,3TESA3PJ31A40A7PPGSN5BG94PSMMZ,2016-03-03 23:58:31.138172,AssignmentSubmitted
2478,3ATPCQ38J8A3SQNEBGQTQF8GJIIAYU,2016-03-04 00:00:34.878622,AssignmentAccepted
2479,3ATPCQ38J8A3SQNEBGQTQF8GJIIAYU,2016-03-04 00:00:35.277559,AssignmentReturned
2480,3GFK2QRXX9H2XFGX1JHOX77EGWH5WK,2016-03-04 00:02:31.366812,AssignmentAccepted
2481,3JWH6J9I9SDEZ1OSASHE4AUFXGYNBB,2016-03-04 00:04:30.506987,AssignmentAccepted
2482,3GFK2QRXX9H2XFGX1JHOX77EGWH5WK,2016-03-04 00:05:31.63558,AssignmentSubmitted
2483,3LKC68YZ3A3O5PMF6YDN6D75XRMOW8,2016-03-04 00:06:17.69885,AssignmentAccepted
2484,3NGI5ARFTT5DPOIDOA1H2NM1BJ9P1R,2016-03-04 00:06:54.730518,AssignmentAccepted
2485,33CID57104TJ86HUJMMT9ZSE4TLL3G,2016-03-04 00:06:55.141807,AssignmentAccepted
2486,3WRFBPLXRAO9W6KFVZ28MRW39OM3N1,2016-03-04 00:07:08.778883,AssignmentAccepted
2487,3NGI5ARFTT5DPOIDOA1H2NM1BJ9P1R,2016-03-04 00:07:18.552772,AssignmentReturned
2488,3IOEN3P9S7J5FI089E28WNVKGEJ16X,2016-03-04 00:08:00.462773,AssignmentAccepted
2489,3LKC68YZ3A3O5PMF6YDN6D75XRMOW8,2016-03-04 00:10:20.874618,AssignmentSubmitted
2490,3GU1KF0O4I1E2M05Q7U68ZZAXVZPB9,2016-03-04 00:10:21.912715,AssignmentSubmitted
2491,32SVAV9L3F92CNQQMVX30LC3AHNA3O,2016-03-04 00:12:25.668576,AssignmentAccepted
2492,3JWH6J9I9SDEZ1OSASHE4AUFXGYNBB,2016-03-04 00:12:26.121198,AssignmentSubmitted
2493,33CID57104TJ86HUJMMT9ZSE4TLL3G,2016-03-04 00:12:27.156607,AssignmentSubmitted
2494,3IOEN3P9S7J5FI089E28WNVKGEJ16X,2016-03-04 00:12:28.04109,AssignmentSubmitted
2495,3R6P78PK7KB8LV1NNAV4EKR42BCTGZ,2016-03-04 00:14:27.965548,AssignmentAccepted
2496,35BLDD71I6XNP40HIXJ809VVAMNZVB,2016-03-04 00:14:42.127157,AssignmentAccepted
2497,3WAKVUDHUWG4SF5BUCHKD30DMM17U2,2016-03-04 00:14:42.521993,AssignmentAccepted
2498,36NEMU28XFD05M13TIYAE9I02R6WM0,2016-03-04 00:14:52.228131,AssignmentAccepted
2499,3Z9WI9EOZZONI86BD7ZUYTG9YYZKHK,2016-03-04 00:15:13.807777,AssignmentAccepted
2500,3WRFBPLXRAO9W6KFVZ28MRW39OM3N1,2016-03-04 00:15:51.678302,AssignmentSubmitted
2501,32SVAV9L3F92CNQQMVX30LC3AHNA3O,2016-03-04 00:16:52.799807,AssignmentSubmitted
2502,3R6P78PK7KB8LV1NNAV4EKR42BCTGZ,2016-03-04 00:17:25.621653,AssignmentSubmitted
2503,36NEMU28XFD05M13TIYAE9I02R6WM0,2016-03-04 00:17:26.465072,AssignmentSubmitted
