id,type,network_id,creation_time,failed,time_of_death,participant_id,property1,property2,property3,property4,property5
101,bandit_agent,1,2016-03-03 01:07:52.013591,f,,A3QAHF4UUBM7ZO:3WLEIWSYHOHS1S2LO1TQYXUFHWPH23,1.0000000000000004e-12,2,,,
92,bandit_agent,1,2016-03-03 00:31:12.802149,t,2016-03-03 00:33:21.078336,ACIHCWKHNFC7U:31EUONYN2V3BQ0MAGO8RKBORQGUVOB,1.0000000000000004e-12,1,,,
83,bandit_agent,1,2016-03-03 00:28:08.798514,f,,AR4UI9K92BUT3:31Q0U3WYDPFOJIEDSO7021VGBNE173,1.0000000000000004e-12,1,,,
61,bandit_agent,1,2016-03-03 00:22:26.063584,f,,A38TCWLTNL597T:3GLB5JMZFXV1465Q1KVP9G9IZN0GDB,0.25,1,,,
70,bandit_agent,1,2016-03-03 00:24:10.805993,f,,A1T1NCLCS561N2:3Y54SXRO1LLRQD2I7FKLIZSVBH3TU7,0.16000000000000003,1,,,
63,bandit_agent,1,2016-03-03 00:22:41.51101,t,2016-03-03 00:26:11.719853,A4158R4Y06ZB4:3R0T90IZ1SCRZEZC1O0EPAR0ENOGCB,1.0000000000000004e-12,1,,,
65,bandit_agent,1,2016-03-03 00:22:59.790078,f,,A3DRTP1PW3NSOH:3SKRO2GZ71RCEXLXBIW96602H7F1KA,0.010000000000000002,1,,,
84,bandit_agent,1,2016-03-03 00:28:12.132479,f,,A2LMA8XT8YEMXX:345LHZDEDXSMRW4OS0EU0MOXHIQU3R,1.0000000000000004e-12,1,,,
67,bandit_agent,1,2016-03-03 00:23:20.871377,f,,A9E9L9MWEZOPN:320DUZ38G7ME7S5IBGH0CE4V47XJGS,0.6400000000000001,1,,,
98,bandit_agent,1,2016-03-03 00:44:03.84797,t,2016-03-03 00:49:38.090261,A1XH05IKC77OXO:3QFUFYSY9YFIQAQ2XPOEORF0LV7F4Y,1.0000000000000004e-12,1,,,
91,bandit_agent,1,2016-03-03 00:30:21.165707,f,,A1XB9BSTNYPM6A:3EJPLAJKEMG2AELGHPB0OHFWTR7Z6R,0.09,1,,,
75,bandit_agent,1,2016-03-03 00:25:30.245689,f,,A3VTBPEINKBXKG:37ZHEEHM6WMKTLSSFSLJQUAD97S37X,0.25,1,,,
72,bandit_agent,1,2016-03-03 00:24:50.175961,f,,A142CND4VJ9JWD:3DEL4X4EL6LFO3V7MQI7ANJEK12YXT,0.010000000000000002,1,,,
99,bandit_agent,1,2016-03-03 01:04:38.374786,f,,A2F1II6ZA8JFIJ:37UEWGM5HT8Y11YS12567IMGCZA1R4,0.16000000000000003,1,,,
68,bandit_agent,1,2016-03-03 00:23:49.401661,f,,A2FVI0I4IWS4B:3A9AA95ATWMCD6JWPX3T5DZINXPP5G,0.010000000000000002,1,,,
81,bandit_agent,1,2016-03-03 00:27:08.802029,f,,AMPMTF5IAAMK8:3WT783CTPBHV8XR1L280OZ03YAWBCP,0.25,1,,,
82,bandit_agent,1,2016-03-03 00:27:37.846987,f,,A5T9IFDZ3W4T6:31LVTDXBL7ABR82WUCNPRXVUA5DRLY,0.04000000000000001,1,,,
74,bandit_agent,1,2016-03-03 00:24:55.740208,f,,A36470UBRH28GO:3F0BG9B9MPNL9OPG4DE9GO6QI8MY7X,0.25,1,,,
85,bandit_agent,1,2016-03-03 00:28:15.146127,f,,A2JXVJV8PHPQ8U:3LPW2N6LKT2P5BRS6J2NFJMHVEHU5H,0.04000000000000001,1,,,
73,bandit_agent,1,2016-03-03 00:24:53.034233,f,,A1NOINYD1FZ55T:37U1UTWH9VMGC1ID0NELMS9OQ5E8RT,1.0000000000000004e-12,1,,,
87,bandit_agent,1,2016-03-03 00:28:55.290124,f,,A2IP3ZAFYGV8M9:31LM9EDVOLSKHKM4YKUV2YDS5JJJN0,0.010000000000000002,1,,,
71,bandit_agent,1,2016-03-03 00:24:25.437278,f,,A1TWKRX6EG339M:3CN4LGXD5XOOQ17X2FG2DCMGR6WY4D,0.04000000000000001,1,,,
80,bandit_agent,1,2016-03-03 00:27:04.033261,t,2016-03-03 00:31:07.853933,A17KIXJGFCB7ZQ:3LUY3GC63Z0R0AXFDQIQ3XDEE3KP7V,0.16000000000000003,1,,,
86,bandit_agent,1,2016-03-03 00:28:51.988896,f,,A23C0K84LJ5ZV3:3907X2AHF05KE9097E1V76W63NYP2F,0.09,1,,,
79,bandit_agent,1,2016-03-03 00:26:55.510005,f,,A19V9DLZS91SDL:3KKG4CDWKIY9P0ZPU3OMEVTPIXD49W,0.25,1,,,
89,bandit_agent,1,2016-03-03 00:29:06.51441,f,,A2FQT81NDROLV5:3GNCZX450IN9JCVDKTUADOF4FBQPAM,0.25,1,,,
93,bandit_agent,1,2016-03-03 00:32:40.766388,f,,A2LXPQS44US390:34YB12FSQYO480B3EDUSS6WC81SGMT,0.09,1,,,
90,bandit_agent,1,2016-03-03 00:29:47.595731,f,,A3ROSVI8J6MN2Y:3U0SRXB7CD51F85H6P344PZJF0DRN0,0.4900000000000001,1,,,
95,bandit_agent,1,2016-03-03 00:34:24.445583,f,,AGDFBU9CK6Z9R:3NAPMVF0ZWFV83W9BS7E7K5L3TT27M,0.04000000000000001,1,,,
96,bandit_agent,1,2016-03-03 00:34:41.968471,f,,A2AB2LSLME1VLP:3NS0A6KXC48477AMT2KM08SLN5AZGT,1.0000000000000004e-12,1,,,
94,bandit_agent,1,2016-03-03 00:33:54.195808,f,,A1IU5OP7BBZHZ7:36W0OB37HWEI735XD824L84M25NZHS,0.010000000000000002,1,,,
103,bandit_agent,1,2016-03-03 01:08:33.527402,f,,A1TA30P0NOOGE2:3E1QT0TDFP93J2FUA0KC808X39XI81,1.0000000000000004e-12,2,,,
110,bandit_agent,1,2016-03-03 01:12:35.543684,t,2016-03-03 01:22:03.240169,AYQ81S12VLM6C:3GNCZX450IN9JCVDKTUADOF4FBSAP9,0.2601,2,,,
100,bandit_agent,1,2016-03-03 01:07:26.429173,f,,A16GURZKQX8CQE:3ZDAD0O1T1DJ7HWDCKV826RZ5ZLTX0,0.04000000000000001,2,,,
111,bandit_agent,1,2016-03-03 01:12:41.44789,f,,A26XN1TM6CV01T:3TE3O8573085QMGOK65KC1WL45O2RM,0.09,2,,,
114,bandit_agent,1,2016-03-03 01:13:35.490263,f,,A2JH3V6TRAPC7R:34Q075JO1XDA17ET7PMRNMLT39A014,0.09,2,,,
107,bandit_agent,1,2016-03-03 01:10:33.668959,f,,A34XI67018IK8:3JC6VJ2SABJ5Q2DU0ELWFIANOBR5AI,1.0000000000000004e-12,2,,,
104,bandit_agent,1,2016-03-03 01:09:35.80303,f,,A1TL8OAM2V1Q5K:3UXUOQ9OKEXKD6RDO70TD2OJFHM7AZ,0.04000000000000001,2,,,
105,bandit_agent,1,2016-03-03 01:09:43.299441,t,2016-03-03 01:12:38.907838,A2238DIUUMS7AQ:3KJYX6QCM9BXPPVD0BGMCF75RMMJVI,0.010000000000000002,2,,,
109,bandit_agent,1,2016-03-03 01:11:57.146495,t,2016-03-03 01:13:07.35976,A1RSAU5I9NZTOP:37M28K1J0QDDX1SFPGPQGSTS6CMAJ9,,2,,,
112,bandit_agent,1,2016-03-03 01:13:08.847644,f,,A1R3W25JDAUQ09:3UNH76FOCS54URW38JGYZ63GDXJMYY,1.0000000000000004e-12,2,,,
113,bandit_agent,1,2016-03-03 01:13:22.339459,f,,A4806MFWRDL42:3VE8AYVF8MXJ9BD49SER53V5NH4F86,0.09,2,,,
108,bandit_agent,1,2016-03-03 01:11:49.061989,f,,A1SRVU0V65XJAK:3XLBSAQ9Z4CLEEZL0ZGSUVFSO2T7Z0,0.010000000000000002,2,,,
106,bandit_agent,1,2016-03-03 01:10:27.695472,t,2016-03-03 01:15:28.596376,A2WTDVHVVORNDU:3U84XHCDICDOVRH2Y1ILRJVIX034ZD,1.0000000000000004e-12,2,,,
115,bandit_agent,1,2016-03-03 01:13:51.219506,t,2016-03-03 01:16:51.245205,AKHVXXXX53S5G:3XXU1SWE8MV6VVRT38FKYNEW73G0AS,0.010000000000000002,2,,,
117,bandit_agent,1,2016-03-03 01:15:13.883389,f,,A3IAP88BTRWWCR:37UQDCYH6XV45UUBZ2RP9P2W0RMV7N,0.09,2,,,
120,bandit_agent,1,2016-03-03 01:16:12.203608,f,,A3PRZRK9IC5CBI:3YWRV122CSZ8STAU4H9QR3W8X4K8UZ,0.09,2,,,
212,bandit_agent,1,2016-03-03 02:08:02.573195,f,,A10DEO061A6L3O:3Y5140Z9DXGOPUEBWHMNUM3NSK3PI0,0.25,4,,,
213,bandit_agent,1,2016-03-03 02:08:09.87243,f,,ADRV898KOF8TZ:3L4PIM1GQTGVR79VDRCFL5XQJLPYR7,0.4900000000000001,4,,,
225,bandit_agent,1,2016-03-03 02:11:36.699625,f,,A2I6ZS386UJVJE:3TS1AR6UQQEF9X8LZNMLR3ZACY6F7T,1.0000000000000004e-12,4,,,
233,bandit_agent,1,2016-03-03 02:14:53.07091,f,,AWRRXY5ZCJM03:3HYA4D452RJ8NWBFTB5QVCI21ILF2E,0.25,4,,,
309,bandit_agent,1,2016-03-03 03:58:26.102577,f,,A1XJ9VFOJ4LP2X:3TS1AR6UQQEF9X8LZNMLR3ZACYG7FV,0.25,6,,,
241,bandit_agent,1,2016-03-03 02:32:15.248227,f,,AYQH26R4KXW2K:36V4Q8R5ZK0VLP5HH9Z4MK0EEPEMQ9,0.36,5,,,
531,bandit_agent,1,2016-03-03 11:36:40.497233,f,,AQ9ISCTDF9B48:3U088ZLJVKT328UW4DBCGCBNZNKW02,0.25,10,,,
258,bandit_agent,1,2016-03-03 02:43:44.033642,f,,A2K1QVO3F9M9Z9:3PW9OPU9PQKHXHH7MCQ56AE8087215,0.16000000000000003,5,,,
259,bandit_agent,1,2016-03-03 02:43:58.962004,t,2016-03-03 02:48:07.678499,A1SRF7085UM3HI:3180JW2OT4CGRVGYUKY98HD6EZX5JC,1.0000000000000004e-12,5,,,
268,bandit_agent,1,2016-03-03 02:53:43.329524,f,,A22OINQV3IOZL5:3ND9UOO81K2GZ4JIT6XVEW3B2L7LWC,1.0000000000000004e-12,5,,,
426,bandit_agent,1,2016-03-03 06:39:19.55552,f,,A2TOWO0Q1ZJF4H:3ITXP059PWJHXXE96GBH1SNYSJIJS5,1.0000000000000004e-12,8,,,
275,bandit_agent,1,2016-03-03 03:00:29.458276,f,,A3TPW4JUUJDUFI:34V1S5K3GS1N4N33DRH1BTD3EPZ691,1.0000000000000004e-12,5,,,
322,bandit_agent,1,2016-03-03 04:10:50.705834,t,2016-03-03 04:16:48.618489,A2GGYZG10TWE6V:3VAR3R6G1P1DFOQX8VXHSX4JFJD8O5,1.0000000000000004e-12,6,,,
282,bandit_agent,1,2016-03-03 03:04:34.400199,f,,A1JREUTZHV9KT5:3VFJCI1K4ZZV5GOVJLQ9E5QMEP7GRZ,0.16000000000000003,5,,,
364,bandit_agent,1,2016-03-03 04:59:05.983186,t,2016-03-03 05:12:38.888197,A3IPMSDYZPFVIL:3R2PKQ87NW8I4RHY41UVDI9SNF7IMC,0.010000000000000002,7,,,
375,bandit_agent,1,2016-03-03 05:10:50.158945,f,,A3JSQQSFSORW59:38YMOXR4MUZYGJGB62RTPDLECQRW6O,0.25,7,,,
288,bandit_agent,1,2016-03-03 03:39:08.921901,t,2016-03-03 03:43:17.890388,A1ISHHDNE4EJ6V:333U7HK6I9FBV8VR9QGS6T1YRGZDJW,1.0000000000000004e-12,6,,,
343,bandit_agent,1,2016-03-03 04:35:36.704534,t,2016-03-03 04:42:13.817428,A2SKPF8W2LCJ0X:3E13VNJ1NNVL82V9BFBXTQLPP4B1IM,0.010000000000000002,7,,,
383,bandit_agent,1,2016-03-03 05:20:09.383115,f,,A2LUVWY4I1QM8C:31JLPPHS2UURERKRWE2L1GW8ZXRO3Z,0.010000000000000002,7,,,
389,bandit_agent,1,2016-03-03 05:29:23.658578,f,,A5HGQZ049HJXV:3WQQ9FUS6AUTWU1O4QSVMD4K8K08B7,0.16000000000000003,7,,,
