id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,participant_id,number,question,response
1822,2017-03-10 14:47:54.33792,,,,,,f,,question,544,1,engagement,5
1825,2017-03-10 14:47:54.660795,,,,,,f,,question,544,4,"",""
1827,2017-03-10 14:48:02.589599,,,,,,f,,question,543,2,difficulty,3
1829,2017-03-10 14:48:10.425397,,,,,,f,,question,546,2,difficulty,5
1830,2017-03-10 14:48:10.555594,,,,,,f,,question,546,3,"",""
1833,2017-03-10 14:48:16.333336,,,,,,f,,question,548,2,difficulty,10
1836,2017-03-10 14:49:13.925946,,,,,,f,,question,549,2,difficulty,4
1838,2017-03-10 14:50:15.643107,,,,,,f,,question,550,2,difficulty,2
1839,2017-03-10 14:50:15.75178,,,,,,f,,question,550,3,"",""
1840,2017-03-10 14:50:15.860339,,,,,,f,,question,550,4,"",""
1841,2017-03-10 14:53:37.416518,,,,,,f,,question,552,1,engagement,7
1844,2017-03-10 14:55:01.191933,,,,,,f,,question,547,2,difficulty,3
1846,2017-03-10 14:55:06.797161,,,,,,f,,question,553,2,difficulty,4
1847,2017-03-10 14:55:23.59053,,,,,,f,,question,545,1,engagement,9
1849,2017-03-10 14:55:23.69358,,,,,,f,,question,545,3,"",""
1853,2017-03-10 14:56:37.89443,,,,,,f,,question,551,4,"",""
1857,2017-03-10 14:59:26.926911,,,,,,f,,question,555,2,difficulty,8
1858,2017-03-10 14:59:27.0143,,,,,,f,,question,555,3,"",""
1859,2017-03-10 15:03:00.949521,,,,,,f,,question,556,1,engagement,5
1860,2017-03-10 15:03:01.287635,,,,,,f,,question,556,2,difficulty,5
1861,2017-03-10 15:03:01.625724,,,,,,f,,question,556,3,"",""
1862,2017-03-10 15:04:39.631544,,,,,,f,,question,558,1,engagement,10
1863,2017-03-10 15:04:40.322735,,,,,,f,,question,558,2,difficulty,8
1864,2017-03-10 15:04:40.967458,,,,,,f,,question,558,3,"",""
1865,2017-03-10 15:04:41.57626,,,,,,f,,question,558,4,"",""
1866,2017-03-10 15:08:20.235491,,,,,,f,,question,559,1,engagement,10
1867,2017-03-10 15:08:20.354869,,,,,,f,,question,559,2,difficulty,4
1869,2017-03-10 15:10:14.78328,,,,,,f,,question,560,2,difficulty,5
1875,2017-03-10 15:12:29.514912,,,,,,f,,question,561,4,"",""
1876,2017-03-10 15:15:37.562784,,,,,,f,,question,562,1,engagement,5
1877,2017-03-10 15:15:37.956616,,,,,,f,,question,562,2,difficulty,5
1879,2017-03-10 15:15:39.090547,,,,,,f,,question,562,4,"",""
1880,2017-03-10 15:17:20.396172,,,,,,f,,question,563,1,engagement,9
1882,2017-03-10 15:17:20.545541,,,,,,f,,question,563,3,"",""
1887,2017-03-10 15:23:33.912663,,,,,,f,,question,567,2,difficulty,1
1890,2017-03-10 15:23:47.810865,,,,,,f,,question,568,2,difficulty,8
1894,2017-03-10 15:27:58.215765,,,,,,f,,question,570,4,"",""
1895,2017-03-10 15:28:41.047655,,,,,,f,,question,569,1,engagement,10
1896,2017-03-10 15:28:41.189536,,,,,,f,,question,569,2,difficulty,8
1897,2017-03-10 15:28:41.346999,,,,,,f,,question,569,3,"",""
1898,2017-03-10 15:28:41.428221,,,,,,f,,question,569,4,"",""
1899,2017-03-10 15:29:12.924823,,,,,,f,,question,572,1,engagement,6
1904,2017-03-10 15:32:13.207821,,,,,,f,,question,565,3,"",""
1905,2017-03-10 15:32:13.588333,,,,,,f,,question,565,4,"",""
1908,2017-03-10 15:32:26.560981,,,,,,f,,question,573,3,"",""
1910,2017-03-10 15:34:41.139243,,,,,,f,,question,574,1,engagement,10
1913,2017-03-10 15:34:41.361639,,,,,,f,,question,574,4,"",""
1916,2017-03-10 16:03:16.111099,,,,,,f,,question,577,1,engagement,10
1918,2017-03-10 16:03:16.254161,,,,,,f,,question,577,3,"",""
1711,2017-03-10 13:48:28.60208,,,,,,f,,question,508,4,"",""
1714,2017-03-10 13:50:41.537748,,,,,,f,,question,506,3,"",""
1715,2017-03-10 13:52:15.06021,,,,,,f,,question,510,1,engagement,5
1719,2017-03-10 13:53:31.356276,,,,,,f,,question,511,2,difficulty,2
1720,2017-03-10 13:53:31.471084,,,,,,f,,question,511,3,"",""
1723,2017-03-10 13:55:59.079868,,,,,,f,,question,514,3,"",""
1724,2017-03-10 13:55:59.18091,,,,,,f,,question,514,4,"",""
1725,2017-03-10 13:57:43.93097,,,,,,f,,question,516,1,engagement,10
1728,2017-03-10 13:59:07.409311,,,,,,f,,question,515,2,difficulty,3
1729,2017-03-10 13:59:07.487673,,,,,,f,,question,515,3,"",""
1731,2017-03-10 14:00:40.796485,,,,,,f,,question,512,2,difficulty,1
1734,2017-03-10 14:01:47.469249,,,,,,f,,question,513,1,engagement,10
1735,2017-03-10 14:01:47.779143,,,,,,f,,question,513,2,difficulty,10
1736,2017-03-10 14:01:48.08774,,,,,,f,,question,513,3,"",""
1737,2017-03-10 14:01:48.394749,,,,,,f,,question,513,4,"",""
1739,2017-03-10 14:02:56.248435,,,,,,f,,question,517,2,difficulty,3
1741,2017-03-10 14:02:56.39092,,,,,,f,,question,517,4,"",""
1742,2017-03-10 14:04:58.055355,,,,,,f,,question,518,1,engagement,10
1743,2017-03-10 14:04:58.112544,,,,,,f,,question,518,2,difficulty,5
1744,2017-03-10 14:05:41.41944,,,,,,f,,question,520,1,engagement,4
1746,2017-03-10 14:06:44.701565,,,,,,f,,question,522,1,engagement,7
1747,2017-03-10 14:06:44.767729,,,,,,f,,question,522,2,difficulty,5
1749,2017-03-10 14:06:44.992391,,,,,,f,,question,522,4,"",""
1751,2017-03-10 14:07:56.781545,,,,,,f,,question,521,2,difficulty,1
1753,2017-03-10 14:07:57.680681,,,,,,f,,question,521,4,"",""
1756,2017-03-10 14:08:46.249087,,,,,,f,,question,524,1,engagement,10
1757,2017-03-10 14:08:46.588891,,,,,,f,,question,524,2,difficulty,6
1759,2017-03-10 14:10:00.79707,,,,,,f,,question,523,1,engagement,9
1760,2017-03-10 14:10:01.600206,,,,,,f,,question,523,2,difficulty,7
1766,2017-03-10 14:11:24.912846,,,,,,f,,question,525,4,"",""
1767,2017-03-10 14:12:33.6649,,,,,,f,,question,528,1,engagement,9
1768,2017-03-10 14:12:33.829035,,,,,,f,,question,528,2,difficulty,8
1769,2017-03-10 14:12:34.015409,,,,,,f,,question,528,3,"",""
1770,2017-03-10 14:12:34.181552,,,,,,f,,question,528,4,"",""
1771,2017-03-10 14:13:40.144925,,,,,,f,,question,527,1,engagement,10
1772,2017-03-10 14:13:40.441177,,,,,,f,,question,527,2,difficulty,1
1773,2017-03-10 14:13:40.735059,,,,,,f,,question,527,3,"",""
1774,2017-03-10 14:13:41.028886,,,,,,f,,question,527,4,"",""
1775,2017-03-10 14:13:43.943617,,,,,,f,,question,526,1,engagement,9
1776,2017-03-10 14:13:44.060768,,,,,,f,,question,526,2,difficulty,10
1777,2017-03-10 14:15:46.571708,,,,,,f,,question,531,1,engagement,10
1778,2017-03-10 14:15:46.873619,,,,,,f,,question,531,2,difficulty,9
1781,2017-03-10 14:19:07.21452,,,,,,f,,question,529,1,engagement,9
1783,2017-03-10 14:19:07.346954,,,,,,f,,question,529,3,"",""
1784,2017-03-10 14:19:07.407705,,,,,,f,,question,529,4,"",""
1785,2017-03-10 14:21:17.635292,,,,,,f,,question,530,1,engagement,4
1786,2017-03-10 14:21:17.838162,,,,,,f,,question,530,2,difficulty,4
1788,2017-03-10 14:21:18.06998,,,,,,f,,question,530,4,"",""
1789,2017-03-10 14:29:22.578221,,,,,,f,,question,532,1,engagement,10
1793,2017-03-10 14:29:39.110029,,,,,,f,,question,534,1,engagement,10
1794,2017-03-10 14:29:39.192681,,,,,,f,,question,534,2,difficulty,4
1796,2017-03-10 14:33:28.005463,,,,,,f,,question,536,1,engagement,10
1798,2017-03-10 14:33:29.278498,,,,,,f,,question,536,3,"",""
1799,2017-03-10 14:33:29.762955,,,,,,f,,question,536,4,"",""
1800,2017-03-10 14:34:04.269767,,,,,,f,,question,535,1,engagement,8
1801,2017-03-10 14:34:04.314534,,,,,,f,,question,535,2,difficulty,1
1803,2017-03-10 14:35:45.175819,,,,,,f,,question,539,1,engagement,8
1804,2017-03-10 14:35:45.22042,,,,,,f,,question,539,2,difficulty,1
1807,2017-03-10 14:35:59.548755,,,,,,f,,question,538,2,difficulty,1
1810,2017-03-10 14:39:29.247425,,,,,,f,,question,541,1,engagement,10
1813,2017-03-10 14:39:30.05066,,,,,,f,,question,541,4,"",""
1815,2017-03-10 14:41:06.584321,,,,,,f,,question,542,2,difficulty,2
1816,2017-03-10 14:41:06.691683,,,,,,f,,question,542,3,"",""
1818,2017-03-10 14:42:50.953426,,,,,,f,,question,540,1,engagement,5
1819,2017-03-10 14:42:51.297849,,,,,,f,,question,540,2,difficulty,5
1820,2017-03-10 14:42:51.64872,,,,,,f,,question,540,3,"",""
1821,2017-03-10 14:42:51.993251,,,,,,f,,question,540,4,"",""
1823,2017-03-10 14:47:54.442506,,,,,,f,,question,544,2,difficulty,3
1824,2017-03-10 14:47:54.568207,,,,,,f,,question,544,3,"",""
1826,2017-03-10 14:48:02.432216,,,,,,f,,question,543,1,engagement,10
1828,2017-03-10 14:48:10.013202,,,,,,f,,question,546,1,engagement,10
1831,2017-03-10 14:48:10.68644,,,,,,f,,question,546,4,"",""
1832,2017-03-10 14:48:16.278052,,,,,,f,,question,548,1,engagement,10
1834,2017-03-10 14:48:16.384313,,,,,,f,,question,548,3,"",""
1835,2017-03-10 14:49:13.85876,,,,,,f,,question,549,1,engagement,10
1837,2017-03-10 14:50:15.527422,,,,,,f,,question,550,1,engagement,10
1842,2017-03-10 14:53:37.564385,,,,,,f,,question,552,2,difficulty,2
1843,2017-03-10 14:55:00.852699,,,,,,f,,question,547,1,engagement,9
1845,2017-03-10 14:55:06.682344,,,,,,f,,question,553,1,engagement,9
1848,2017-03-10 14:55:23.643631,,,,,,f,,question,545,2,difficulty,2
1850,2017-03-10 14:56:36.638373,,,,,,f,,question,551,1,engagement,10
1851,2017-03-10 14:56:37.134122,,,,,,f,,question,551,2,difficulty,6
1852,2017-03-10 14:56:37.523971,,,,,,f,,question,551,3,"",""
1854,2017-03-10 14:59:21.792884,,,,,,f,,question,554,1,engagement,7
1855,2017-03-10 14:59:22.085441,,,,,,f,,question,554,2,difficulty,8
1856,2017-03-10 14:59:26.843516,,,,,,f,,question,555,1,engagement,6
1868,2017-03-10 15:10:14.5334,,,,,,f,,question,560,1,engagement,9
1870,2017-03-10 15:10:15.037854,,,,,,f,,question,560,3,"",""
1871,2017-03-10 15:10:15.285107,,,,,,f,,question,560,4,"",""
1872,2017-03-10 15:12:28.51685,,,,,,f,,question,561,1,engagement,10
1873,2017-03-10 15:12:28.849854,,,,,,f,,question,561,2,difficulty,7
1874,2017-03-10 15:12:29.183706,,,,,,f,,question,561,3,"",""
1878,2017-03-10 15:15:38.398104,,,,,,f,,question,562,3,"",""
1881,2017-03-10 15:17:20.470865,,,,,,f,,question,563,2,difficulty,7
1883,2017-03-10 15:23:17.356048,,,,,,f,,question,566,1,engagement,10
1884,2017-03-10 15:23:17.597567,,,,,,f,,question,566,2,difficulty,2
1885,2017-03-10 15:23:17.889855,,,,,,f,,question,566,3,"",""
1886,2017-03-10 15:23:33.846616,,,,,,f,,question,567,1,engagement,7
1888,2017-03-10 15:23:33.976789,,,,,,f,,question,567,3,"",""
1889,2017-03-10 15:23:47.778157,,,,,,f,,question,568,1,engagement,7
1891,2017-03-10 15:27:56.352622,,,,,,f,,question,570,1,engagement,10
1892,2017-03-10 15:27:56.921118,,,,,,f,,question,570,2,difficulty,8
1893,2017-03-10 15:27:57.549953,,,,,,f,,question,570,3,"",""
1900,2017-03-10 15:29:13.177792,,,,,,f,,question,572,2,difficulty,9
1901,2017-03-10 15:29:13.418546,,,,,,f,,question,572,3,"",""
1902,2017-03-10 15:32:12.411562,,,,,,f,,question,565,1,engagement,9
1903,2017-03-10 15:32:12.80594,,,,,,f,,question,565,2,difficulty,7
1906,2017-03-10 15:32:26.404165,,,,,,f,,question,573,1,engagement,10
1907,2017-03-10 15:32:26.482427,,,,,,f,,question,573,2,difficulty,7
1909,2017-03-10 15:32:26.638317,,,,,,f,,question,573,4,"",""
1911,2017-03-10 15:34:41.229976,,,,,,f,,question,574,2,difficulty,7
1912,2017-03-10 15:34:41.297467,,,,,,f,,question,574,3,"",""
1914,2017-03-10 15:55:27.420844,,,,,,f,,question,576,1,engagement,9
1915,2017-03-10 15:55:27.484424,,,,,,f,,question,576,2,difficulty,8
1917,2017-03-10 16:03:16.18288,,,,,,f,,question,577,2,difficulty,5
1919,2017-03-10 16:11:26.517284,,,,,,f,,question,578,1,engagement,10
1920,2017-03-10 16:11:26.975053,,,,,,f,,question,578,2,difficulty,7
1921,2017-03-10 16:11:27.366773,,,,,,f,,question,578,3,"",""
1922,2017-03-10 16:16:25.928642,,,,,,f,,question,582,1,engagement,10
1923,2017-03-10 16:16:26.110586,,,,,,f,,question,582,2,difficulty,5
1924,2017-03-10 16:16:26.266896,,,,,,f,,question,582,3,"",""
1925,2017-03-10 16:16:26.382215,,,,,,f,,question,582,4,"",""
1926,2017-03-10 16:16:40.392128,,,,,,f,,question,580,1,engagement,10
1927,2017-03-10 16:16:41.227396,,,,,,f,,question,580,2,difficulty,5
1928,2017-03-10 16:16:41.495229,,,,,,f,,question,580,3,"",""
1929,2017-03-10 16:16:41.766429,,,,,,f,,question,580,4,"",""
1930,2017-03-10 16:16:43.699511,,,,,,f,,question,580,1,engagement,10
1931,2017-03-10 16:16:43.967115,,,,,,f,,question,580,2,difficulty,5
1932,2017-03-10 16:16:44.743104,,,,,,f,,question,580,3,"",""
1933,2017-03-10 16:16:45.009264,,,,,,f,,question,580,4,"",""
1934,2017-03-10 16:16:47.665816,,,,,,f,,question,580,1,engagement,10
1935,2017-03-10 16:16:48.936302,,,,,,f,,question,580,2,difficulty,5
1936,2017-03-10 16:16:49.1932,,,,,,f,,question,580,1,engagement,10
1937,2017-03-10 16:16:49.198782,,,,,,f,,question,580,3,"",""
1938,2017-03-10 16:16:49.953212,,,,,,f,,question,580,4,"",""
1939,2017-03-10 16:16:49.963413,,,,,,f,,question,580,2,difficulty,5
1940,2017-03-10 16:16:50.235412,,,,,,f,,question,580,3,"",""
1941,2017-03-10 16:16:50.273305,,,,,,f,,question,580,1,engagement,10
1942,2017-03-10 16:16:50.510442,,,,,,f,,question,580,4,"",""
1943,2017-03-10 16:16:50.783725,,,,,,f,,question,580,1,engagement,10
1944,2017-03-10 16:16:51.045578,,,,,,f,,question,580,2,difficulty,5
1945,2017-03-10 16:16:52.270261,,,,,,f,,question,580,1,engagement,10
1946,2017-03-10 16:16:52.354486,,,,,,f,,question,580,3,"",""
1947,2017-03-10 16:16:52.539983,,,,,,f,,question,580,1,engagement,10
1948,2017-03-10 16:16:52.724318,,,,,,f,,question,580,2,difficulty,5
1949,2017-03-10 16:16:52.980716,,,,,,f,,question,580,2,difficulty,5
1950,2017-03-10 16:16:53.281777,,,,,,f,,question,580,1,engagement,10
1951,2017-03-10 16:16:53.492375,,,,,,f,,question,580,3,"",""
1952,2017-03-10 16:16:53.754482,,,,,,f,,question,580,3,"",""
1953,2017-03-10 16:16:53.773508,,,,,,f,,question,580,2,difficulty,5
1954,2017-03-10 16:16:54.035152,,,,,,f,,question,580,4,"",""
1955,2017-03-10 16:16:54.312371,,,,,,f,,question,580,4,"",""
1956,2017-03-10 16:16:54.495034,,,,,,f,,question,580,4,"",""
1957,2017-03-10 16:16:54.576645,,,,,,f,,question,580,3,"",""
1958,2017-03-10 16:16:54.708628,,,,,,f,,question,580,2,difficulty,5
1959,2017-03-10 16:16:54.962956,,,,,,f,,question,580,3,"",""
1960,2017-03-10 16:16:55.697143,,,,,,f,,question,580,4,"",""
1961,2017-03-10 16:16:56.55151,,,,,,f,,question,580,4,"",""
1962,2017-03-10 16:17:03.058599,,,,,,f,,question,580,1,engagement,10
1963,2017-03-10 16:17:03.333609,,,,,,f,,question,580,2,difficulty,4
1964,2017-03-10 16:17:04.259734,,,,,,f,,question,580,1,engagement,10
1965,2017-03-10 16:17:04.327378,,,,,,f,,question,580,3,"",""
1966,2017-03-10 16:17:04.52205,,,,,,f,,question,580,1,engagement,10
1967,2017-03-10 16:17:04.595517,,,,,,f,,question,580,2,difficulty,4
1968,2017-03-10 16:17:04.611511,,,,,,f,,question,580,4,"",""
1969,2017-03-10 16:17:05.110131,,,,,,f,,question,580,1,engagement,10
1970,2017-03-10 16:17:05.142806,,,,,,f,,question,580,3,"",""
1971,2017-03-10 16:17:05.162547,,,,,,f,,question,580,1,engagement,10
1972,2017-03-10 16:18:44.25614,,,,,,f,,question,581,1,engagement,10
1973,2017-03-10 16:18:44.473165,,,,,,f,,question,581,2,difficulty,1
1974,2017-03-10 16:18:44.646986,,,,,,f,,question,581,3,"",""
1975,2017-03-10 16:18:44.764579,,,,,,f,,question,581,4,"",""
1976,2017-03-10 16:20:24.242971,,,,,,f,,question,579,1,engagement,10
1977,2017-03-10 16:20:24.42008,,,,,,f,,question,579,2,difficulty,5
1978,2017-03-10 16:20:24.572583,,,,,,f,,question,579,3,"",""
1979,2017-03-10 16:20:24.727764,,,,,,f,,question,579,4,"",""
1980,2017-03-10 16:21:17.371985,,,,,,f,,question,584,1,engagement,7
1981,2017-03-10 16:21:18.416966,,,,,,f,,question,584,2,difficulty,7
1982,2017-03-10 16:26:48.594362,,,,,,f,,question,588,1,engagement,6
1983,2017-03-10 16:26:48.718939,,,,,,f,,question,588,2,difficulty,5
1984,2017-03-10 16:26:48.816717,,,,,,f,,question,588,3,"",""
1985,2017-03-10 16:26:48.916089,,,,,,f,,question,588,4,"",""
1986,2017-03-10 16:28:12.272505,,,,,,f,,question,585,1,engagement,10
1987,2017-03-10 16:28:12.867844,,,,,,f,,question,585,2,difficulty,4
1988,2017-03-10 16:28:13.894133,,,,,,f,,question,585,3,"",""
1989,2017-03-10 16:28:14.218393,,,,,,f,,question,585,4,"",""
1990,2017-03-10 16:28:28.864454,,,,,,f,,question,589,1,engagement,10
1991,2017-03-10 16:28:28.937383,,,,,,f,,question,589,2,difficulty,7
1992,2017-03-10 16:28:29.009547,,,,,,f,,question,589,3,"",""
1993,2017-03-10 16:28:29.085546,,,,,,f,,question,589,4,"",""
1994,2017-03-10 16:28:34.121428,,,,,,f,,question,587,1,engagement,8
1996,2017-03-10 16:28:35.687542,,,,,,f,,question,587,3,"",""
1997,2017-03-10 16:28:36.447171,,,,,,f,,question,587,4,"",""
1998,2017-03-10 16:29:03.891957,,,,,,f,,question,590,1,engagement,10
1999,2017-03-10 16:29:04.095881,,,,,,f,,question,590,2,difficulty,5
2001,2017-03-10 16:29:04.50443,,,,,,f,,question,590,4,"",""
2002,2017-03-10 16:40:49.191033,,,,,,f,,question,592,1,engagement,10
2003,2017-03-10 16:40:49.293822,,,,,,f,,question,592,2,difficulty,3
2005,2017-03-10 16:40:49.488365,,,,,,f,,question,592,4,"",""
2006,2017-03-10 16:41:31.770857,,,,,,f,,question,591,1,engagement,10
2011,2017-03-10 16:50:05.744436,,,,,,f,,question,593,2,difficulty,5
2013,2017-03-10 16:50:05.955428,,,,,,f,,question,593,4,"",""
2015,2017-03-10 16:51:08.621307,,,,,,f,,question,596,2,difficulty,1
2017,2017-03-10 16:55:16.186695,,,,,,f,,question,594,1,engagement,8
2018,2017-03-10 16:55:16.224634,,,,,,f,,question,594,2,difficulty,6
2022,2017-03-10 16:55:40.596653,,,,,,f,,question,599,2,difficulty,8
2024,2017-03-10 16:55:40.715555,,,,,,f,,question,599,4,"",""
2026,2017-03-10 16:56:08.277599,,,,,,f,,question,598,2,difficulty,7
2028,2017-03-10 17:00:33.664053,,,,,,f,,question,597,2,difficulty,8
2030,2017-03-10 17:03:09.442235,,,,,,f,,question,602,1,engagement,10
2031,2017-03-10 17:03:09.674466,,,,,,f,,question,602,1,engagement,10
2032,2017-03-10 17:03:09.705071,,,,,,f,,question,602,2,difficulty,5
2034,2017-03-10 17:04:41.417435,,,,,,f,,question,601,1,engagement,10
2035,2017-03-10 17:04:41.539627,,,,,,f,,question,601,2,difficulty,9
2036,2017-03-10 17:04:41.631044,,,,,,f,,question,601,3,"",""
2040,2017-03-10 17:06:14.509937,,,,,,f,,question,606,4,"",""
2041,2017-03-10 17:07:06.28217,,,,,,f,,question,604,1,engagement,8
2042,2017-03-10 17:07:06.367768,,,,,,f,,question,604,2,difficulty,4
2046,2017-03-10 17:07:50.408866,,,,,,f,,question,607,2,difficulty,8
2049,2017-03-10 17:08:30.956853,,,,,,f,,question,600,1,engagement,10
2051,2017-03-10 17:08:31.365106,,,,,,f,,question,600,3,"",""
2054,2017-03-10 17:08:47.46093,,,,,,f,,question,603,2,difficulty,5
2056,2017-03-10 17:11:33.905381,,,,,,f,,question,605,2,difficulty,5
2060,2017-03-10 17:19:24.939177,,,,,,f,,question,608,2,difficulty,2
2066,2017-03-10 17:27:12.983482,,,,,,f,,question,610,2,difficulty,9
2067,2017-03-10 17:27:13.190306,,,,,,f,,question,610,3,"",""
2068,2017-03-10 17:27:13.423847,,,,,,f,,question,610,4,"",""
2073,2017-03-10 17:29:40.877761,,,,,,f,,question,612,1,engagement,10
2074,2017-03-10 17:29:40.999993,,,,,,f,,question,612,2,difficulty,3
2076,2017-03-10 17:29:41.227483,,,,,,f,,question,612,4,"",""
2080,2017-03-10 17:31:58.370026,,,,,,f,,question,615,4,"",""
2081,2017-03-10 17:33:14.035497,,,,,,f,,question,614,1,engagement,9
2083,2017-03-10 17:34:59.643218,,,,,,f,,question,613,1,engagement,8
2084,2017-03-10 17:34:59.710787,,,,,,f,,question,613,2,difficulty,6
2087,2017-03-10 17:37:35.227789,,,,,,f,,question,619,1,engagement,9
2089,2017-03-10 17:38:05.332339,,,,,,f,,question,618,1,engagement,5
2090,2017-03-10 17:38:05.782953,,,,,,f,,question,618,2,difficulty,5
2091,2017-03-10 17:38:06.20726,,,,,,f,,question,618,3,"",""
2092,2017-03-10 17:38:06.605193,,,,,,f,,question,618,4,"",""
2093,2017-03-10 17:42:25.824651,,,,,,f,,question,617,1,engagement,9
2094,2017-03-10 17:42:26.175867,,,,,,f,,question,617,2,difficulty,4
2096,2017-03-10 17:42:26.882111,,,,,,f,,question,617,4,"",""
2100,2017-03-10 17:47:52.539251,,,,,,f,,question,622,2,difficulty,5
2103,2017-03-10 17:50:54.924581,,,,,,f,,question,621,2,difficulty,6
2106,2017-03-10 17:56:41.667743,,,,,,f,,question,623,1,engagement,10
2108,2017-03-10 17:57:01.728408,,,,,,f,,question,624,1,engagement,5
2111,2017-03-10 17:57:03.014727,,,,,,f,,question,624,4,"",""
2112,2017-03-10 18:00:54.848569,,,,,,f,,question,628,1,engagement,5
2115,2017-03-10 18:00:56.206437,,,,,,f,,question,628,4,"",""
2116,2017-03-10 18:01:42.188328,,,,,,f,,question,625,1,engagement,9
2118,2017-03-10 18:01:42.30332,,,,,,f,,question,625,3,"",""
2119,2017-03-10 18:01:42.40792,,,,,,f,,question,625,4,"",""
2120,2017-03-10 18:03:04.722676,,,,,,f,,question,626,1,engagement,9
2123,2017-03-10 18:03:05.179753,,,,,,f,,question,626,4,"",""
2126,2017-03-10 18:08:35.665735,,,,,,f,,question,627,3,"",""
2127,2017-03-10 18:08:35.704397,,,,,,f,,question,627,4,"",""
2128,2017-03-10 18:10:24.491145,,,,,,f,,question,629,1,engagement,9
2129,2017-03-10 18:10:24.603067,,,,,,f,,question,629,2,difficulty,2
2130,2017-03-10 18:10:24.7211,,,,,,f,,question,629,3,"",""
2132,2017-03-10 18:11:28.661629,,,,,,f,,question,631,1,engagement,10
2133,2017-03-10 18:11:28.746538,,,,,,f,,question,631,2,difficulty,8
2136,2017-03-10 18:13:09.84964,,,,,,f,,question,632,3,"",""
2139,2017-03-10 18:14:34.423503,,,,,,f,,question,634,2,difficulty,5
2140,2017-03-10 18:14:34.859954,,,,,,f,,question,634,3,"",""
2141,2017-03-10 18:14:35.228244,,,,,,f,,question,634,4,"",""
2143,2017-03-10 18:15:04.164402,,,,,,f,,question,635,2,difficulty,5
2145,2017-03-10 18:15:05.217501,,,,,,f,,question,635,4,"",""
2146,2017-03-10 18:17:08.17721,,,,,,f,,question,637,1,engagement,5
2150,2017-03-10 18:20:31.513498,,,,,,f,,question,638,1,engagement,10
2151,2017-03-10 18:20:31.864567,,,,,,f,,question,638,2,difficulty,4
2153,2017-03-10 18:20:36.437962,,,,,,f,,question,639,1,engagement,10
2154,2017-03-10 18:20:36.515665,,,,,,f,,question,639,2,difficulty,3
2155,2017-03-10 18:20:49.035935,,,,,,f,,question,636,1,engagement,10
2158,2017-03-10 18:20:49.783523,,,,,,f,,question,636,4,"",""
2159,2017-03-10 18:22:08.938964,,,,,,f,,question,640,1,engagement,10
2164,2017-03-10 18:25:02.912912,,,,,,f,,question,641,2,difficulty,7
2166,2017-03-10 18:25:03.074403,,,,,,f,,question,641,4,"",""
1995,2017-03-10 16:28:34.93093,,,,,,f,,question,587,2,difficulty,5
2000,2017-03-10 16:29:04.301157,,,,,,f,,question,590,3,"",""
2004,2017-03-10 16:40:49.392797,,,,,,f,,question,592,3,"",""
2007,2017-03-10 16:41:31.919808,,,,,,f,,question,591,2,difficulty,5
2008,2017-03-10 16:41:32.247688,,,,,,f,,question,591,3,"",""
2009,2017-03-10 16:41:32.398925,,,,,,f,,question,591,4,"",""
2010,2017-03-10 16:50:05.638837,,,,,,f,,question,593,1,engagement,5
2012,2017-03-10 16:50:05.849342,,,,,,f,,question,593,3,"",""
2014,2017-03-10 16:51:08.506086,,,,,,f,,question,596,1,engagement,10
2016,2017-03-10 16:51:08.739073,,,,,,f,,question,596,3,"",""
2019,2017-03-10 16:55:16.275039,,,,,,f,,question,594,3,"",""
2020,2017-03-10 16:55:16.323122,,,,,,f,,question,594,4,"",""
2021,2017-03-10 16:55:40.537015,,,,,,f,,question,599,1,engagement,6
2023,2017-03-10 16:55:40.655024,,,,,,f,,question,599,3,"",""
2025,2017-03-10 16:56:07.908136,,,,,,f,,question,598,1,engagement,9
2027,2017-03-10 17:00:33.411445,,,,,,f,,question,597,1,engagement,10
2029,2017-03-10 17:00:33.82674,,,,,,f,,question,597,3,"",""
2033,2017-03-10 17:03:09.936497,,,,,,f,,question,602,2,difficulty,5
2037,2017-03-10 17:06:14.050592,,,,,,f,,question,606,1,engagement,9
2038,2017-03-10 17:06:14.235209,,,,,,f,,question,606,2,difficulty,5
2039,2017-03-10 17:06:14.389429,,,,,,f,,question,606,3,"",""
2043,2017-03-10 17:07:06.418332,,,,,,f,,question,604,3,"",""
2044,2017-03-10 17:07:06.466436,,,,,,f,,question,604,4,"",""
2045,2017-03-10 17:07:50.307565,,,,,,f,,question,607,1,engagement,7
2047,2017-03-10 17:07:50.506739,,,,,,f,,question,607,3,"",""
2048,2017-03-10 17:07:50.605868,,,,,,f,,question,607,4,"",""
2050,2017-03-10 17:08:31.180112,,,,,,f,,question,600,2,difficulty,10
2052,2017-03-10 17:08:31.565478,,,,,,f,,question,600,4,"",""
2053,2017-03-10 17:08:46.320816,,,,,,f,,question,603,1,engagement,8
2055,2017-03-10 17:11:33.380754,,,,,,f,,question,605,1,engagement,5
2057,2017-03-10 17:11:34.31665,,,,,,f,,question,605,3,"",""
2058,2017-03-10 17:11:34.97687,,,,,,f,,question,605,4,"",""
2059,2017-03-10 17:19:24.627999,,,,,,f,,question,608,1,engagement,10
2061,2017-03-10 17:19:25.240335,,,,,,f,,question,608,3,"",""
2062,2017-03-10 17:22:47.445053,,,,,,f,,question,609,1,engagement,9
2063,2017-03-10 17:22:47.591834,,,,,,f,,question,609,2,difficulty,5
